transaction_type,transaction_amount,second_party,last_four_digits,transaction_timestamp,transaction_category
2,1000.0,,5801.0,2022-05-02 16:25:25+05:30,
2,28.0,,5801.0,2022-05-01 18:44:38+05:30,
2,20.0,,,2022-05-01 18:44:31+05:30,
2,98.0,,5801.0,2022-04-26 18:03:55+05:30,
2,364.0,,5801.0,2022-04-25 11:46:00+05:30,
2,652.0,,5801.0,2022-04-23 16:41:32+05:30,
1,27440.0,,5801.0,2022-04-21 18:24:14+05:30,
1,490.0,,5801.0,2022-04-21 14:19:22+05:30,
1,490.0,,5801.0,2022-04-21 14:15:57+05:30,
0,490.0,,,2022-04-21 14:11:39+05:30,
0,490.0,,,2022-04-21 13:58:18+05:30,
1,490.0,,5801.0,2022-04-21 13:55:31+05:30,
0,490.0,,,2022-04-21 13:43:56+05:30,
1,490.0,,5801.0,2022-04-20 23:51:52+05:30,
1,490.0,,5801.0,2022-04-20 23:41:08+05:30,
0,490.0,,,2022-04-20 22:10:12+05:30,
0,490.0,,,2022-04-20 21:30:08+05:30,
1,280.0,,5801.0,2022-04-20 11:16:59+05:30,
2,420.0,,5801.0,2022-04-20 10:50:08+05:30,
2,420.0,,,2022-04-20 10:50:00+05:30,
2,598.0,,5801.0,2022-04-20 10:49:01+05:30,
2,80.0,,5801.0,2022-04-20 08:26:38+05:30,
2,200.0,,5801.0,2022-04-20 08:02:09+05:30,
0,490.0,,,2022-04-20 01:23:30+05:30,
0,490.0,,,2022-04-19 23:31:01+05:30,
1,20.0,Stationary Shop,5801.0,2022-04-19 23:19:06+05:30,E-commerce
1,490.0,,5801.0,2022-04-19 22:51:58+05:30,
1,60.0,Rockey,5801.0,2022-04-19 21:04:34+05:30,Other
1,30.0,,,2022-04-19 21:03:51+05:30,
1,490.0,,5801.0,2022-04-19 19:35:58+05:30,
1,490.0,,5801.0,2022-04-19 18:42:22+05:30,
0,490.0,,,2022-04-19 17:26:10+05:30,
1,20.0,,5801.0,2022-04-19 16:51:01+05:30,
1,40.0,Sp Dutta,5801.0,2022-04-19 14:49:02+05:30,Other
1,391.02,LE TRAVENUES TECHNOLOGY PRIVATE LIMITED,5801.0,2022-04-19 14:17:55+05:30,Other
0,490.0,,,2022-04-19 14:12:59+05:30,
1,30.0,,5801.0,2022-04-19 13:31:41+05:30,
1,350.0,,5801.0,2022-04-19 13:27:27+05:30,
1,490.0,,5801.0,2022-04-19 11:31:27+05:30,
1,490.0,,5801.0,2022-04-19 00:26:57+05:30,
0,490.0,,,2022-04-18 23:36:07+05:30,
0,490.0,,,2022-04-18 23:35:10+05:30,
0,490.0,,,2022-04-18 23:29:13+05:30,
1,18.0,,5801.0,2022-04-18 23:28:27+05:30,
1,25.0,,5801.0,2022-04-18 23:27:45+05:30,
1,490.0,,5801.0,2022-04-18 23:25:44+05:30,
0,490.0,,,2022-04-18 23:23:36+05:30,
0,490.0,,,2022-04-18 23:20:14+05:30,
1,490.0,,5801.0,2022-04-18 23:11:26+05:30,
1,490.0,,5801.0,2022-04-18 22:36:32+05:30,
0,490.0,,,2022-04-18 21:46:14+05:30,
0,490.0,,,2022-04-18 21:32:25+05:30,
0,490.0,,,2022-04-18 20:53:02+05:30,
1,490.0,,5801.0,2022-04-18 20:47:07+05:30,
0,490.0,,,2022-04-18 20:44:48+05:30,
0,490.0,,,2022-04-18 20:44:43+05:30,
1,40.0,Sp Dutta,5801.0,2022-04-18 20:18:03+05:30,Other
1,490.0,,5801.0,2022-04-18 16:32:20+05:30,
0,605.0,,,2022-04-18 16:24:00+05:30,
1,490.0,,5801.0,2022-04-18 16:22:21+05:30,
0,490.0,,,2022-04-18 16:14:31+05:30,
0,7000.0,,,2022-04-18 16:13:54+05:30,
0,490.0,,,2022-04-18 15:05:05+05:30,
1,490.0,,5801.0,2022-04-18 14:30:31+05:30,
0,490.0,,,2022-04-18 14:18:32+05:30,
1,72.0,Rockey,5801.0,2022-04-18 14:00:03+05:30,Other
1,47.0,,,2022-04-18 13:59:27+05:30,
0,490.0,,,2022-04-18 13:58:45+05:30,
1,4.0,,5801.0,2022-04-18 13:57:52+05:30,
0,490.0,,,2022-04-18 13:40:21+05:30,
0,490.0,,,2022-04-18 13:37:43+05:30,
0,490.0,,,2022-04-18 13:20:59+05:30,
0,490.0,,,2022-04-18 13:00:17+05:30,
1,80.0,,5801.0,2022-04-18 13:00:01+05:30,
0,490.0,,,2022-04-18 12:54:18+05:30,
0,490.0,,,2022-04-18 12:53:40+05:30,
0,490.0,,,2022-04-18 12:52:26+05:30,
1,490.0,,5801.0,2022-04-18 12:42:04+05:30,
0,490.0,,,2022-04-18 12:33:01+05:30,
0,490.0,,,2022-04-18 12:29:46+05:30,
1,490.0,,5801.0,2022-04-18 12:28:59+05:30,
1,490.0,,5801.0,2022-04-18 12:26:54+05:30,
1,900.0,,5801.0,2022-04-18 12:23:28+05:30,
2,590.0,,5801.0,2022-04-18 08:58:26+05:30,
1,30.0,,5801.0,2022-04-18 00:42:09+05:30,
1,32.0,Rockey,5801.0,2022-04-17 14:29:45+05:30,Other
1,33.0,Rockey,5801.0,2022-04-17 14:21:46+05:30,Other
1,705.78,ixigo,5801.0,2022-04-17 12:31:15+05:30,E-commerce
0,76.0,,,2022-04-17 12:24:25+05:30,
1,32.0,Rockey,5801.0,2022-04-17 09:37:03+05:30,Other
1,10.0,,5801.0,2022-04-16 23:44:38+05:30,
2,418.0,,5801.0,2022-04-16 22:45:15+05:30,
2,7000.0,,5801.0,2022-04-16 18:26:46+05:30,
1,10.0,Rockey,5801.0,2022-04-16 14:27:27+05:30,Other
1,43.0,Rockey,5801.0,2022-04-16 14:17:09+05:30,Other
2,5400.0,,,2022-04-16 07:46:22+05:30,
2,5400.0,,,2022-04-16 07:45:46+05:30,
1,605.0,,5801.0,2022-04-16 07:22:36+05:30,
1,120.0,Stationary Shop,5801.0,2022-04-15 22:33:25+05:30,E-commerce
1,40.0,Night Canteen,5801.0,2022-04-15 22:14:09+05:30,Food-Joints
1,40.0,,,2022-04-15 22:13:41+05:30,
1,40.0,Rockey,5801.0,2022-04-15 21:33:57+05:30,Other
1,165.0,,5801.0,2022-04-15 21:08:12+05:30,
0,60.0,,,2022-04-15 19:19:10+05:30,
1,60.0,Sp Dutta,5801.0,2022-04-15 19:06:59+05:30,Other
1,25.0,HOT AND SPICK,5801.0,2022-04-15 18:54:32+05:30,Apparel
1,35.0,Night Canteen,5801.0,2022-04-15 16:10:43+05:30,Food-Joints
2,116.0,,5801.0,2022-04-14 20:09:00+05:30,
1,30.0,,5801.0,2022-04-14 17:36:02+05:30,
1,370.0,,5801.0,2022-04-14 17:31:28+05:30,
1,45.0,,5801.0,2022-04-14 15:02:48+05:30,
1,99.0,,5801.0,2022-04-14 13:53:38+05:30,
2,450.0,,5801.0,2022-04-13 21:38:59+05:30,
1,10.0,Rockey,5801.0,2022-04-13 19:03:30+05:30,Other
2,105.0,,5801.0,2022-04-13 18:50:41+05:30,
1,105.0,,5801.0,2022-04-13 18:50:01+05:30,
1,33.0,Rockey,5801.0,2022-04-13 16:56:43+05:30,Other
1,35.0,BharatPe Merchant,5801.0,2022-04-11 12:31:10+05:30,Other
1,20.0,Rockey,5801.0,2022-04-11 12:27:54+05:30,Other
0,160.0,,,2022-04-10 23:09:27+05:30,
0,70.0,,,2022-04-10 22:43:27+05:30,
1,210.0,Kaushik Das,5801.0,2022-04-10 22:38:48+05:30,Apparel
0,90.0,,,2022-04-10 22:32:37+05:30,
1,35.0,,5801.0,2022-04-10 22:25:49+05:30,
1,338.0,,5801.0,2022-04-10 22:01:00+05:30,
1,74.0,Rockey,5801.0,2022-04-10 18:19:40+05:30,Other
1,62.0,Rockey,5801.0,2022-04-10 12:13:46+05:30,Other
1,50.0,,5801.0,2022-04-09 23:43:37+05:30,
1,354.0,,5801.0,2022-04-09 22:53:16+05:30,
0,100.0,,,2022-04-09 14:14:12+05:30,
1,25.0,,5801.0,2022-04-09 13:35:10+05:30,
0,205.0,,,2022-04-08 22:25:07+05:30,
1,820.0,,5801.0,2022-04-08 22:24:43+05:30,
1,100.0,Sp Dutta,5801.0,2022-04-08 17:51:41+05:30,Other
2,16.0,,5801.0,2022-04-08 00:57:33+05:30,
1,16.0,,5801.0,2022-04-08 00:55:23+05:30,
1,16.0,,5801.0,2022-04-08 00:55:07+05:30,
1,169.0,,5801.0,2022-04-08 00:31:57+05:30,
1,80.0,,5801.0,2022-04-07 18:07:07+05:30,
1,30.0,Rockey,5801.0,2022-04-07 10:30:34+05:30,Other
1,27.0,,5801.0,2022-04-07 00:09:55+05:30,
1,34.0,,5801.0,2022-04-06 22:31:32+05:30,
1,56.0,,5801.0,2022-04-06 22:06:20+05:30,
1,52.0,Rockey,5801.0,2022-04-06 13:01:11+05:30,Other
1,40.0,,5801.0,2022-04-06 02:15:32+05:30,
1,32.0,Rockey,5801.0,2022-04-05 14:04:19+05:30,Other
1,33.0,Rockey,5801.0,2022-04-04 16:52:32+05:30,Other
1,58.0,,5801.0,2022-04-04 16:45:13+05:30,
1,45.0,Rockey,5801.0,2022-04-04 13:52:49+05:30,Other
1,35.0,,5801.0,2022-04-03 16:12:20+05:30,
1,23.0,,5801.0,2022-04-03 16:10:56+05:30,
2,120.0,,5801.0,2022-04-03 13:44:30+05:30,
1,20.0,MIR JAMIR ALI,5801.0,2022-04-02 20:56:34+05:30,Other
1,320.0,RAJA NIRAJ MANUEL,5801.0,2022-04-02 20:51:25+05:30,Other
1,70.0,Night Canteen,5801.0,2022-04-02 14:32:06+05:30,Food-Joints
1,33.0,Rockey,5801.0,2022-04-02 14:17:41+05:30,Other
1,80.0,Sp Dutta,5801.0,2022-04-01 20:27:14+05:30,Other
1,25.0,MIR,5801.0,2022-04-01 12:59:38+05:30,Food-Joints
1,40.0,,5801.0,2022-04-01 01:23:20+05:30,
1,55.0,,5801.0,2022-03-31 23:50:31+05:30,
1,82.0,Rockey,5801.0,2022-03-31 14:17:51+05:30,Other
1,52.0,,,2022-03-31 14:17:23+05:30,
1,210.0,RAJA NIRAJ MANUEL,5801.0,2022-03-31 02:20:13+05:30,Other
1,50.0,HERITAGE ANNEX,5801.0,2022-03-30 19:21:16+05:30,Other
1,60.0,Sp Dutta,5801.0,2022-03-30 19:18:16+05:30,Other
1,40.0,Rockey,5801.0,2022-03-30 12:56:53+05:30,Other
1,10.0,Rockey,5801.0,2022-03-29 20:00:05+05:30,Other
1,50.0,Bhola Kumar,5801.0,2022-03-29 11:29:55+05:30,Other
1,75.0,BharatPe Merchant,5801.0,2022-03-29 11:22:43+05:30,Other
1,31.0,Rockey,5801.0,2022-03-28 18:35:53+05:30,Other
1,38.0,Rockey,5801.0,2022-03-28 13:33:38+05:30,Other
1,40.0,,5801.0,2022-03-28 02:10:38+05:30,
1,95.0,RAJA NIRAJ MANUEL,5801.0,2022-03-27 22:28:30+05:30,Other
1,62.0,Rockey,5801.0,2022-03-27 14:20:14+05:30,Other
1,37.0,,5801.0,2022-03-26 21:16:55+05:30,
1,30.0,,5801.0,2022-03-26 21:15:17+05:30,
1,55.0,,5801.0,2022-03-26 14:28:32+05:30,
0,60.0,,,2022-03-26 13:52:41+05:30,
0,60.0,,,2022-03-26 13:52:35+05:30,
1,43.0,Rockey,5801.0,2022-03-26 13:36:29+05:30,Other
1,27.0,,5801.0,2022-03-26 00:41:53+05:30,
1,40.0,HOT AND SPICK,5801.0,2022-03-25 19:57:07+05:30,Apparel
1,30.0,HOT AND SPICK,5801.0,2022-03-25 19:51:09+05:30,Apparel
0,550.0,,,2022-03-25 15:14:36+05:30,
1,10.0,Rockey,5801.0,2022-03-25 14:06:09+05:30,Other
1,10.0,Rockey,5801.0,2022-03-25 14:05:07+05:30,Other
1,30.0,,5801.0,2022-03-25 10:38:46+05:30,
1,40.0,Banamali Coconut Shop,5801.0,2022-03-25 10:37:58+05:30,Other
2,100.0,,5801.0,2022-03-25 10:31:06+05:30,
1,164.0,,5801.0,2022-03-25 10:28:56+05:30,
1,160.0,,,2022-03-25 10:28:39+05:30,
1,50.0,,5801.0,2022-03-25 10:22:25+05:30,
1,20.0,,5801.0,2022-03-24 22:06:09+05:30,
1,106.0,,5801.0,2022-03-24 22:00:34+05:30,
1,25.0,HOT AND SPICK,5801.0,2022-03-24 17:26:09+05:30,Apparel
1,96.0,,5801.0,2022-03-23 21:54:21+05:30,
1,20.0,Sp Dutta,5801.0,2022-03-23 14:04:23+05:30,Other
1,43.0,Rockey,5801.0,2022-03-23 12:01:21+05:30,Other
2,550.0,,5801.0,2022-03-23 11:04:02+05:30,
2,1.0,,5801.0,2022-03-23 11:01:24+05:30,
1,10.0,Rockey,5801.0,2022-03-22 19:34:17+05:30,Other
1,90.0,BharatPe Merchant,5801.0,2022-03-22 19:18:07+05:30,Other
1,90.0,BharatPe Merchant,5801.0,2022-03-22 19:17:21+05:30,Other
1,53.0,Rockey,5801.0,2022-03-22 13:01:13+05:30,Other
1,400.0,,5801.0,2022-03-21 21:01:18+05:30,
1,30.0,Sp Dutta,5801.0,2022-03-21 17:06:07+05:30,Other
1,40.0,Sp Dutta,5801.0,2022-03-21 17:02:49+05:30,Other
1,60.0,Sp Dutta,5801.0,2022-03-21 17:00:12+05:30,Other
1,20.0,Ashish Kumar Singh,5801.0,2022-03-20 18:59:14+05:30,Other
0,240.0,,,2022-03-20 17:57:52+05:30,
1,631.0,Bikaner Electricity (BkESL),5801.0,2022-03-19 22:31:17+05:30,Other
1,631.0,,,2022-03-19 22:31:07+05:30,
1,631.0,,,2022-03-19 22:31:03+05:30,
1,40.0,,5801.0,2022-03-18 08:31:53+05:30,
2,40.0,,5801.0,2022-03-17 20:12:37+05:30,
1,40.0,,5801.0,2022-03-17 20:11:02+05:30,
1,40.0,,5801.0,2022-03-17 20:10:05+05:30,
1,20.0,Rockey,5801.0,2022-03-17 13:10:48+05:30,Other
2,38.0,,5801.0,2022-03-16 20:42:23+05:30,
1,42.0,Rockey,5801.0,2022-03-16 20:11:38+05:30,Other
1,4000.0,,5801.0,2022-03-16 16:20:15+05:30,
1,4000.0,,,2022-03-16 16:19:57+05:30,
0,200.0,,,2022-03-16 15:08:42+05:30,
1,20.0,,5801.0,2022-03-16 00:03:53+05:30,
1,20.0,,5801.0,2022-03-16 00:03:28+05:30,
1,27.0,,5801.0,2022-03-15 20:29:59+05:30,
1,328.46,ixigo,5801.0,2022-03-15 19:31:53+05:30,E-commerce
1,430.0,HERITAGE ANNEX,5801.0,2022-03-15 17:05:55+05:30,Other
1,10.0,,5801.0,2022-03-15 16:35:15+05:30,
1,20.0,,5801.0,2022-03-15 16:17:12+05:30,
1,80.0,,5801.0,2022-03-15 16:16:47+05:30,
1,40.0,,,2022-03-15 16:16:32+05:30,
1,10.0,Rockey,5801.0,2022-03-15 12:49:32+05:30,Other
1,705.78,ixigo,5801.0,2022-03-15 08:17:40+05:30,E-commerce
1,184.0,,5801.0,2022-03-14 22:18:23+05:30,
1,10.0,Rockey,5801.0,2022-03-14 17:35:29+05:30,Other
1,39.0,Rockey,5801.0,2022-03-14 13:35:29+05:30,Other
1,33.0,Rockey,5801.0,2022-03-13 14:07:08+05:30,Other
0,200.0,,,2022-03-12 18:28:08+05:30,
1,60.0,,5801.0,2022-03-12 13:32:32+05:30,
1,27.0,Rockey,5801.0,2022-03-12 13:01:43+05:30,Other
1,39.0,Rockey,5801.0,2022-03-12 11:43:53+05:30,Other
1,27.0,,5801.0,2022-03-12 03:33:12+05:30,
1,70.0,,5801.0,2022-03-12 02:45:41+05:30,
1,40.0,Gupta Varaity Store,5801.0,2022-03-11 23:00:12+05:30,Other
1,40.0,Gupta Varaity Store,5801.0,2022-03-11 22:58:22+05:30,Other
1,30.0,Gupta Varaity Store,5801.0,2022-03-11 22:57:52+05:30,Other
1,77.0,,5801.0,2022-03-11 20:19:02+05:30,
2,480.0,,5801.0,2022-03-11 19:48:06+05:30,
1,35.0,,5801.0,2022-03-11 15:47:17+05:30,
1,33.0,Rockey,5801.0,2022-03-11 13:55:20+05:30,Other
1,35.0,,5801.0,2022-03-11 13:53:31+05:30,
1,84.0,,5801.0,2022-03-10 20:40:13+05:30,
2,600.0,,5801.0,2022-03-10 20:31:39+05:30,
1,20.0,Rockey,5801.0,2022-03-10 17:03:23+05:30,Other
1,40.0,,5801.0,2022-03-10 15:11:55+05:30,
1,80.0,Sp Dutta,5801.0,2022-03-09 17:56:22+05:30,Other
2,32.0,,5801.0,2022-03-09 00:49:20+05:30,
1,10.0,Rockey,5801.0,2022-03-08 18:09:52+05:30,Other
1,10.0,Rockey,5801.0,2022-03-08 18:08:53+05:30,Other
1,10.0,Rockey,5801.0,2022-03-08 18:07:17+05:30,Other
1,42.0,Rockey,5801.0,2022-03-08 13:42:34+05:30,Other
2,180.0,,5801.0,2022-03-07 22:24:28+05:30,
1,1000.0,,5801.0,2022-03-07 21:43:39+05:30,
1,30.0,Rockey,5801.0,2022-03-07 17:25:29+05:30,Other
1,70.0,AFROZ AHMED,5801.0,2022-03-07 14:09:05+05:30,Other
1,10.0,Rockey,5801.0,2022-03-07 12:16:48+05:30,Other
1,49.0,Rockey,5801.0,2022-03-07 12:04:55+05:30,Other
1,18.0,Behera Tea Snacks Corner,5801.0,2022-03-06 17:55:04+05:30,Other
1,30.0,AFROZ AHMED,5801.0,2022-03-06 14:12:07+05:30,Other
1,35.0,AFROZ AHMED,5801.0,2022-03-06 14:10:23+05:30,Other
0,1000.0,,,2022-03-06 11:55:18+05:30,
0,1000.0,,,2022-03-06 11:29:26+05:30,
0,1000.0,,,2022-03-06 11:28:54+05:30,
1,84.0,,5801.0,2022-03-05 21:55:58+05:30,
1,65.0,MIR,5801.0,2022-03-05 14:08:41+05:30,Food-Joints
1,35.0,,5801.0,2022-03-04 23:18:43+05:30,
1,45.0,Sp Dutta,5801.0,2022-03-04 18:09:56+05:30,Other
1,40.0,Sp Dutta,5801.0,2022-03-04 17:42:13+05:30,Other
1,33.0,Rockey,5801.0,2022-03-04 10:04:08+05:30,Other
1,33.0,Rockey,5801.0,2022-03-04 09:58:36+05:30,Other
2,350.0,,5801.0,2022-03-03 17:48:15+05:30,
2,350.0,,5801.0,2022-03-03 17:47:55+05:30,
1,33.0,,5801.0,2022-03-03 12:40:10+05:30,
0,1120.0,,,2022-03-02 22:20:32+05:30,
1,150.0,,5801.0,2022-03-02 17:51:10+05:30,
1,50.0,,5801.0,2022-03-02 17:49:41+05:30,
1,3256.13,ixigo,5801.0,2022-02-27 22:49:20+05:30,E-commerce
1,25.0,euphoria restaurant cum bar,5801.0,2022-02-27 17:56:05+05:30,Other
1,108.0,Sp Dutta,5801.0,2022-02-27 17:51:52+05:30,Other
1,1738.03,ixigo,5801.0,2022-02-27 11:15:40+05:30,E-commerce
0,265.0,,,2022-02-26 13:57:44+05:30,
1,29.0,Rockey,5801.0,2022-02-26 12:33:41+05:30,Other
0,300.0,,,2022-02-25 19:29:59+05:30,
0,195.0,,,2022-02-25 19:19:41+05:30,
1,320.0,,5801.0,2022-02-25 19:08:51+05:30,
1,43.0,Rockey,5801.0,2022-02-25 11:23:35+05:30,Other
1,33.0,Rockey,5801.0,2022-02-24 11:34:09+05:30,Other
1,39.0,Rockey,5801.0,2022-02-23 11:20:03+05:30,Other
0,125.0,,,2022-02-23 03:22:09+05:30,
1,134.0,,5801.0,2022-02-22 22:37:36+05:30,
1,330.0,,5801.0,2022-02-22 22:01:41+05:30,
1,35.0,,5801.0,2022-02-22 16:28:58+05:30,
1,28.0,,5801.0,2022-02-21 22:48:52+05:30,
1,50.0,,5801.0,2022-02-21 21:42:56+05:30,
0,111.0,,,2022-02-21 21:29:48+05:30,
0,222.5,,,2022-02-21 21:29:37+05:30,
0,111.0,,,2022-02-21 21:29:29+05:30,
1,445.0,,5801.0,2022-02-21 21:06:20+05:30,
1,33.0,Rockey,5801.0,2022-02-21 10:53:51+05:30,Other
1,10.0,,5801.0,2022-02-21 00:56:17+05:30,
1,35.0,,5801.0,2022-02-20 21:24:15+05:30,
1,56.0,,5801.0,2022-02-20 21:06:13+05:30,
1,30.0,Rockey,5801.0,2022-02-20 17:18:12+05:30,Other
1,52.0,Rockey,5801.0,2022-02-19 13:03:13+05:30,Other
1,32.0,,5801.0,2022-02-18 21:15:29+05:30,
1,20.0,Sp Dutta,5801.0,2022-02-18 17:23:11+05:30,Other
1,30.0,Sp Dutta,5801.0,2022-02-18 17:18:26+05:30,Other
1,33.0,Rockey,5801.0,2022-02-17 17:56:53+05:30,Other
1,10.0,,5801.0,2022-02-17 03:56:22+05:30,
1,20.0,,5801.0,2022-02-17 03:01:38+05:30,
1,10.0,,5801.0,2022-02-16 21:00:42+05:30,
1,10.0,,5801.0,2022-02-16 12:54:04+05:30,
1,28.0,,5801.0,2022-02-15 21:08:19+05:30,
1,10.0,Rockey,5801.0,2022-02-15 17:38:40+05:30,Other
1,33.0,Rockey,5801.0,2022-02-15 13:08:20+05:30,Other
1,38.0,,5801.0,2022-02-15 01:05:30+05:30,
1,10.0,Rockey,5801.0,2022-02-14 21:10:53+05:30,Other
1,185.0,,5801.0,2022-02-14 20:27:37+05:30,
1,25.0,,5801.0,2022-02-14 20:16:49+05:30,
1,20.0,Rockey,5801.0,2022-02-14 13:54:47+05:30,Other
1,80.0,Rockey,5801.0,2022-02-14 13:52:47+05:30,Other
1,42.0,,5801.0,2022-02-13 21:29:27+05:30,
1,58.0,,5801.0,2022-02-11 21:37:14+05:30,
1,105.0,Sp Dutta,5801.0,2022-02-11 17:43:59+05:30,Other
2,65.0,,5801.0,2022-02-11 17:32:31+05:30,
2,195.0,,5801.0,2022-02-10 21:49:45+05:30,
1,20.0,Behera Tea Snacks Corner,5801.0,2022-02-10 16:57:10+05:30,Other
1,208.22,ixigo,5801.0,2022-02-07 17:58:18+05:30,E-commerce
0,100.0,,,2022-02-04 13:35:54+05:30,
1,100.0,Mr THAKURDAS DEY,5801.0,2022-02-04 08:36:15+05:30,Other
1,100.0,,,2022-02-04 08:36:06+05:30,
1,1.0,Olacabs,5801.0,2022-02-04 08:13:16+05:30,Other
1,57.0,,5801.0,2022-02-03 21:27:08+05:30,
1,366.59,ixigo,5801.0,2022-02-03 21:10:40+05:30,E-commerce
1,21.0,Tea Store,5801.0,2022-02-03 20:34:59+05:30,Food-Joints
1,10.0,Rockey,5801.0,2022-02-03 12:42:20+05:30,Other
1,11.0,Rockey,5801.0,2022-02-03 12:40:37+05:30,Other
1,20.0,,5801.0,2022-02-03 03:10:07+05:30,
1,20.0,,5801.0,2022-02-02 17:48:26+05:30,
1,20.0,,5801.0,2022-02-01 22:15:46+05:30,
2,70.0,,5801.0,2022-02-01 18:31:53+05:30,
1,32.0,,5801.0,2022-02-01 01:57:48+05:30,
1,32.0,Rockey,5801.0,2022-02-01 01:57:20+05:30,Other
1,33.0,Rockey,5801.0,2022-01-31 20:30:02+05:30,Other
1,27.0,,5801.0,2022-01-31 20:15:55+05:30,
1,43.0,,5801.0,2022-01-30 21:39:05+05:30,
1,199.95,Zomato,5801.0,2022-01-30 15:40:16+05:30,Food
1,45.0,,5801.0,2022-01-29 21:23:36+05:30,
1,32.0,,5801.0,2022-01-29 02:14:55+05:30,
1,70.0,Rockey,5801.0,2022-01-28 19:01:13+05:30,Other
1,58.0,,5801.0,2022-01-27 21:18:11+05:30,
1,33.0,Rockey,5801.0,2022-01-27 18:01:02+05:30,Other
1,117.0,Rockey,5801.0,2022-01-27 13:43:53+05:30,Other
1,47.0,,5801.0,2022-01-25 21:08:13+05:30,
1,42.0,Rockey,5801.0,2022-01-25 13:41:23+05:30,Other
1,83.0,Rockey,5801.0,2022-01-24 18:59:43+05:30,Other
1,58.0,,5801.0,2022-01-23 20:59:47+05:30,
1,37.0,Rockey,5801.0,2022-01-23 13:57:29+05:30,Other
1,32.0,,5801.0,2022-01-21 20:59:36+05:30,
0,90.0,,,2022-01-21 20:09:51+05:30,
0,91.0,,,2022-01-21 19:23:27+05:30,
0,91.0,,,2022-01-21 19:23:14+05:30,
0,90.0,,,2022-01-21 19:22:19+05:30,
1,451.9,Zomato,5801.0,2022-01-21 19:13:40+05:30,Food
1,51.0,,5801.0,2022-01-20 21:47:07+05:30,
1,43.0,Rockey,5801.0,2022-01-20 18:11:27+05:30,Other
2,85.0,,5801.0,2022-01-20 17:01:27+05:30,
1,37.0,Rockey,5801.0,2022-01-20 13:58:22+05:30,Other
2,26.0,,5801.0,2022-01-20 00:23:03+05:30,
1,30.0,,5801.0,2022-01-19 21:48:08+05:30,
1,43.0,,5801.0,2022-01-19 21:22:30+05:30,
2,60.0,,5801.0,2022-01-18 19:36:20+05:30,
2,170.0,,5801.0,2022-01-18 18:46:12+05:30,
2,150.0,,5801.0,2022-01-18 13:00:30+05:30,
1,8.0,,5801.0,2022-01-17 22:54:14+05:30,
1,50.0,,5801.0,2022-01-17 22:52:36+05:30,
1,50.0,,5801.0,2022-01-17 22:52:25+05:30,
1,63.0,Rockey,5801.0,2022-01-17 18:02:11+05:30,Other
0,100.0,,,2022-01-17 00:04:39+05:30,
1,55.0,,5801.0,2022-01-16 21:56:34+05:30,
1,55.0,,5801.0,2022-01-16 21:56:20+05:30,
1,43.0,Rockey,5801.0,2022-01-16 18:15:02+05:30,Other
1,37.0,Rockey,5801.0,2022-01-16 12:50:39+05:30,Other
2,195.0,,5801.0,2022-01-15 22:12:10+05:30,
2,308.0,,5801.0,2022-01-15 20:03:26+05:30,
2,308.0,,,2022-01-15 20:03:15+05:30,
1,30.0,Rockey,5801.0,2022-01-15 17:23:28+05:30,Other
0,100.0,,,2022-01-14 21:20:49+05:30,
0,16.6,,,2022-01-14 18:32:29+05:30,
0,100.0,,,2022-01-14 18:29:27+05:30,
1,33.0,Rockey,5801.0,2022-01-14 17:39:56+05:30,Other
1,39.0,,5801.0,2022-01-13 21:29:04+05:30,
1,40.0,Sp Dutta,5801.0,2022-01-13 18:13:57+05:30,Other
1,80.0,Rockey,5801.0,2022-01-13 14:05:29+05:30,Other
1,37.0,Rockey,5801.0,2022-01-12 11:25:13+05:30,Other
1,110.0,RAJA NIRAJ MANUEL,5801.0,2022-01-11 22:17:20+05:30,Other
1,22.0,Rockey,5801.0,2022-01-11 17:45:42+05:30,Other
1,50.0,,5801.0,2022-01-10 20:47:33+05:30,
1,200.95,Zomato,5801.0,2022-01-09 20:21:55+05:30,Food
1,59.0,,5801.0,2022-01-08 22:23:13+05:30,
1,30.0,Rockey,5801.0,2022-01-07 11:39:34+05:30,Other
1,32.0,,5801.0,2022-01-07 00:20:55+05:30,
1,35.0,Rockey,5801.0,2022-01-06 17:40:41+05:30,Other
2,30.0,,5801.0,2022-01-03 20:50:48+05:30,
1,86.0,,5801.0,2022-01-02 21:25:21+05:30,
1,35.0,,5801.0,2022-01-01 22:04:35+05:30,
1,30.0,,5801.0,2022-01-01 22:02:59+05:30,
1,20.0,,5801.0,2021-12-31 23:08:06+05:30,
1,77.0,,5801.0,2021-12-31 21:04:07+05:30,
1,52.0,,5801.0,2021-12-30 23:05:08+05:30,
1,55.0,,5801.0,2021-12-30 21:34:24+05:30,
1,61.0,,5801.0,2021-12-29 21:29:20+05:30,
0,170.0,,,2021-12-29 20:54:09+05:30,
1,30.0,Bhola Kumar,5801.0,2021-12-29 14:55:44+05:30,Other
1,55.0,,5801.0,2021-12-28 21:10:15+05:30,
2,1000.0,,5801.0,2021-12-28 11:21:45+05:30,
2,5000.0,,5801.0,2021-12-22 11:33:49+05:30,
0,5000.0,,,2021-12-22 11:32:59+05:30,
0,3.0,,,2021-12-22 11:08:49+05:30,
2,5000.0,,5801.0,2021-12-22 11:08:15+05:30,
1,14625.0,Data Patterns India Limited,5801.0,2021-12-22 08:51:21+05:30,Other
